Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
03-Feb-23,EQ,447,450.8,442.35,444.8,444.75,445.45,445.83,520,366.2,"1,30,67,403","5,82,58,82,651.35","1,58,619"
02-Feb-23,EQ,446.75,449.2,440.7,446.65,444.4,444.8,444.35,520,366.2,"1,13,44,554","5,04,10,05,372.05","1,56,780"
01-Feb-23,EQ,456.8,461.5,437.65,452.1,446.35,446.65,452.16,520,366.2,"2,37,98,589","10,76,06,85,912.05","2,47,831"
31-Jan-23,EQ,443.7,454.8,440.9,443.65,451.5,452.1,450.19,520,366.2,"2,51,54,475","11,32,42,04,933.50","3,05,763"
30-Jan-23,EQ,445.6,450,437.65,445.6,443.55,443.65,443.81,520,366.2,"1,83,16,743","8,12,91,80,071.90","2,64,923"
27-Jan-23,EQ,438,453.4,435.15,419.05,445.25,445.6,444.86,520,366.2,"6,33,60,467","28,18,65,09,532.55","6,21,705"
25-Jan-23,EQ,423.75,427.25,417.7,422.15,418.6,419.05,420.93,520,366.2,"2,29,75,581","9,67,10,23,651.60","2,60,064"
24-Jan-23,EQ,410,424,410,408.4,422,422.15,419.81,520,366.2,"3,01,97,475","12,67,71,58,297.25","2,81,507"
23-Jan-23,EQ,407,410.95,405,403.15,408,408.4,409.03,520,366.2,"1,31,13,183","5,36,36,52,738.90","1,44,746"
20-Jan-23,EQ,404,412.5,401.2,400.75,402.95,403.15,406.24,528.5,366.2,"2,39,06,114","9,71,15,59,781.25","2,27,306"
19-Jan-23,EQ,406.5,407.8,400.1,408.4,400.75,400.75,403.93,528.5,366.2,"1,31,26,520","5,30,22,07,443.40","2,09,594"
18-Jan-23,EQ,415.9,415.95,407.45,415.3,408.8,408.4,409.94,528.5,366.2,"1,33,10,316","5,45,64,89,501.00","2,01,954"
17-Jan-23,EQ,413,419.45,412.5,413,414.7,415.3,416.64,528.5,366.2,"1,23,37,969","5,14,04,69,409.20","1,48,089"
16-Jan-23,EQ,413.5,414.9,407.6,411.5,412.9,413,411.4,528.5,366.2,"1,14,62,140","4,71,55,66,789.30","1,44,517"
13-Jan-23,EQ,413,416.35,408,412.25,411.7,411.5,411.59,528.5,366.2,"1,04,49,630","4,30,09,74,443.00","1,29,743"
12-Jan-23,EQ,420.3,420.5,410.05,418.2,412.2,412.25,414.69,528.5,366.2,"1,24,79,034","5,17,49,61,009.80","1,43,171"
11-Jan-23,EQ,415.75,420,413.55,412.9,417.2,418.2,417.61,528.5,366.2,"2,22,24,361","9,28,10,97,362.10","2,20,634"
10-Jan-23,EQ,400,417.75,400,389.45,412.5,412.9,411.86,528.5,366.2,"5,40,21,379","22,24,94,91,445.35","4,67,152"
09-Jan-23,EQ,386.35,392.7,385,382,388.95,389.45,389.87,528.5,366.2,"1,46,93,099","5,72,84,45,417.50","1,67,573"
06-Jan-23,EQ,386.1,388.4,381,386.9,382.05,382,384.04,528.5,366.2,"87,15,469","3,34,71,21,640.85","1,47,467"
05-Jan-23,EQ,387.9,388.75,382.5,385.6,387,386.9,386.13,528.5,366.2,"1,04,43,908","4,03,26,91,650.75","1,30,918"
04-Jan-23,EQ,394.8,394.8,385,393.9,385.75,385.6,387.3,528.5,366.2,"1,61,21,049","6,24,36,66,263.20","1,72,074"
03-Jan-23,EQ,396,398.35,393,394.8,393.9,393.9,395.21,528.5,366.2,"94,31,220","3,72,72,87,418.50","1,33,270"
02-Jan-23,EQ,392.5,396,391,387.95,395,394.8,394.17,528.5,366.2,"1,05,01,357","4,13,93,54,568.30","1,42,685"
30-Dec-22,EQ,391,392.2,387,385.9,388,387.95,389.76,528.5,366.2,"91,98,673","3,58,52,67,095.30","1,32,690"
29-Dec-22,EQ,389,390,383.05,391.3,386.5,385.9,385.43,528.5,366.2,"1,56,27,403","6,02,32,03,992.15","2,39,147"
28-Dec-22,EQ,394,395.9,390.4,394.15,390.75,391.3,392.83,528.5,366.2,"84,43,917","3,31,70,09,457.40","1,53,216"
27-Dec-22,EQ,390,397.45,388.5,384.8,395.1,394.15,393.86,528.5,366.2,"1,43,72,461","5,66,07,08,159.70","1,89,040"
26-Dec-22,EQ,380.25,390.7,375.2,378.35,385.5,384.8,385.1,528.5,366.2,"1,69,79,026","6,53,86,30,886.55","2,43,760"
23-Dec-22,EQ,390,390,377,394.45,378.5,378.35,381.94,528.5,366.2,"1,99,02,886","7,60,16,62,665.90","3,46,083"
22-Dec-22,EQ,404.1,404.7,390.2,402.6,394.7,394.45,395.24,528.5,366.2,"1,49,08,929","5,89,26,30,005.75","2,54,243"
21-Dec-22,EQ,412.6,414.4,401,410.5,402.15,402.6,407.27,528.5,366.2,"1,16,06,059","4,72,68,14,262.45","1,53,187"
20-Dec-22,EQ,418,418,408,418,409.95,410.5,410.96,528.5,366.2,"1,23,41,042","5,07,16,47,700.85","2,34,187"
19-Dec-22,EQ,421.9,422.85,415.5,421.6,418.05,418,418.14,528.5,366.2,"98,09,103","4,10,16,08,096.90","1,17,803"
16-Dec-22,EQ,417.35,427.8,413.1,416.7,422.6,421.6,420.49,528.5,366.2,"5,09,49,198","21,42,35,14,687.05","1,87,172"
15-Dec-22,EQ,418.85,422.8,415.7,417.9,416.7,416.7,419.33,528.5,366.2,"75,42,601","3,16,28,33,598.00","87,483"
14-Dec-22,EQ,420.55,421.35,417.35,418.5,418.35,417.9,418.94,528.5,366.2,"63,14,883","2,64,55,61,123.20","68,884"
13-Dec-22,EQ,419.95,421.5,417.25,414.15,418.5,418.5,418.97,528.5,366.2,"97,17,894","4,07,14,75,685.65","1,61,902"
12-Dec-22,EQ,412,416.9,408,413.3,414.4,414.15,413.94,528.5,366.2,"80,09,229","3,31,53,24,830.00","99,429"
09-Dec-22,EQ,419.3,420.95,409.55,417.2,413.2,413.3,414.81,528.5,366.2,"99,20,219","4,11,50,39,075.55","1,31,596"
08-Dec-22,EQ,421,421.4,415.35,420.1,418,417.2,418.3,528.5,366.2,"95,39,923","3,99,05,28,249.30","1,09,940"
07-Dec-22,EQ,428,428,419.1,427.1,419.9,420.1,421.61,528.5,366.2,"1,21,33,315","5,11,55,38,619.55","1,85,117"
06-Dec-22,EQ,428.8,431.35,425.35,428.75,426.85,427.1,428.11,528.5,366.2,"84,61,831","3,62,26,08,721.05","1,03,055"
05-Dec-22,EQ,435.5,437.5,427.8,435.4,429.1,428.75,430.4,528.5,366.2,"1,28,57,807","5,53,40,33,838.00","1,50,850"
02-Dec-22,EQ,439,441.15,435,438.25,435.5,435.4,437.03,528.5,366.2,"83,52,658","3,65,03,49,373.60","1,03,291"
01-Dec-22,EQ,443,443.6,436.85,439.4,438,438.25,439.68,528.5,366.2,"89,09,310","3,91,72,75,338.45","1,06,368"
30-Nov-22,EQ,435,441,433.3,433.15,439.3,439.4,438.08,528.5,366.2,"1,47,27,892","6,45,19,37,620.05","1,37,741"
29-Nov-22,EQ,432.5,437.9,429.55,433.25,432.65,433.15,433.87,528.5,366.2,"86,30,105","3,74,43,70,418.00","1,11,063"
28-Nov-22,EQ,435,440.35,432.4,433.2,432.55,433.25,435.82,528.5,366.2,"1,07,01,208","4,66,38,39,319.80","1,30,866"
25-Nov-22,EQ,425,435.15,424,423.4,434.45,433.2,430.81,528.5,366.2,"1,87,64,073","8,08,36,92,097.40","1,35,643"
24-Nov-22,EQ,424.5,425.25,420.7,424.05,423.9,423.4,422.83,528.5,366.2,"67,68,613","2,86,19,40,712.20","84,532"
23-Nov-22,EQ,426.85,429.3,422.85,424.7,423.95,424.05,426.79,528.5,366.2,"65,68,241","2,80,32,70,110.65","76,429"
22-Nov-22,EQ,421,426.4,420.5,421.1,424.5,424.7,423.77,528.5,366.2,"64,07,614","2,71,53,85,156.60","78,377"
21-Nov-22,EQ,425.6,427.6,420,423.8,420.3,421.1,422.76,528.5,366.2,"94,97,812","4,01,52,52,994.35","1,06,019"
18-Nov-22,EQ,424,426.45,421.15,423.15,424,423.8,423.98,536.7,366.2,"98,51,962","4,17,70,71,481.85","89,517"
17-Nov-22,EQ,422,427.55,419.6,431.55,422.9,423.15,423.35,536.7,366.2,"1,56,21,809","6,61,34,36,881.35","1,51,500"
16-Nov-22,EQ,436.95,438.2,429.6,437.15,431,431.55,433.56,536.7,366.2,"82,06,169","3,55,78,29,752.10","95,936"
15-Nov-22,EQ,434.9,438.5,434.1,433.7,436.35,437.15,437.01,536.7,366.2,"1,06,96,024","4,67,42,53,814.35","1,14,853"
14-Nov-22,EQ,424,437.7,423.5,423.5,433.5,433.7,433.93,536.7,366.2,"1,79,96,083","7,80,90,03,764.25","1,80,908"
11-Nov-22,EQ,420,425.5,414.7,412.2,423,423.5,420.82,536.7,366.2,"1,92,96,401","8,12,02,15,752.15","1,93,066"
10-Nov-22,EQ,420.5,420.55,409.2,433.15,413.2,412.2,413.57,536.7,366.2,"2,62,51,660","10,85,69,86,374.85","3,26,473"
09-Nov-22,EQ,439.2,441.2,432,435,433.1,433.15,436.28,536.7,366.2,"1,44,71,443","6,31,35,75,496.40","1,52,615"
07-Nov-22,EQ,428.25,437.5,428.25,425.35,435,435,432.99,536.7,366.2,"1,50,58,076","6,52,00,25,232.95","1,42,616"
04-Nov-22,EQ,418.2,426,416.9,416.25,424.9,425.35,422.73,536.7,366.2,"1,22,77,023","5,18,99,08,108.45","1,16,431"
03-Nov-22,EQ,419.4,423.3,414.5,422.15,416.3,416.25,417.83,536.7,366.2,"1,09,87,519","4,59,09,42,130.10","1,06,482"
02-Nov-22,EQ,423.05,425.1,420.15,421.35,422.6,422.15,422.26,536.7,366.2,"1,24,33,578","5,25,02,37,518.95","96,473"
01-Nov-22,EQ,414.9,422.4,412.8,412.75,421,421.35,417.98,536.7,366.2,"1,73,24,893","7,24,15,35,370.85","1,65,150"
31-Oct-22,EQ,414.35,416.3,411.6,409.9,412.15,412.75,413.11,536.7,366.2,"99,28,218","4,10,14,31,170.45","1,15,652"
28-Oct-22,EQ,408,411.2,406.1,407.7,410.2,409.9,408.99,536.7,366.2,"1,24,88,938","5,10,77,91,578.55","1,07,978"
27-Oct-22,EQ,408.55,411.7,404,404.55,408,407.7,408.11,536.7,366.2,"1,46,14,841","5,96,45,01,519.15","1,38,789"
25-Oct-22,EQ,404.35,410.5,403.2,401.6,404.2,404.55,407.01,536.7,366.2,"1,79,79,661","7,31,78,16,836.80","1,76,905"
24-Oct-22,EQ,406,406,400.15,398.05,402.3,401.6,402.04,536.7,366.2,"28,71,205","1,15,43,37,705.80","71,959"
21-Oct-22,EQ,397,402.25,394.7,398.1,398.2,398.05,399.01,536.7,366.2,"1,02,79,618","4,10,16,87,458.65","1,17,448"
20-Oct-22,EQ,397,399.9,393.1,399.05,397.9,398.1,396.74,536.7,366.2,"1,07,47,183","4,26,38,36,335.25","1,23,832"
19-Oct-22,EQ,406.2,406.95,397.3,404.25,398.65,399.05,402.39,536.7,366.2,"86,48,435","3,48,00,82,846.90","91,985"
18-Oct-22,EQ,401,406.7,400.7,396.1,404.55,404.25,403.83,536.7,366.2,"1,42,15,544","5,74,06,13,453.25","1,33,571"
17-Oct-22,EQ,394,398.9,392.5,396.25,397,396.1,395.78,536.7,366.2,"95,43,556","3,77,71,15,166.75","1,15,112"
14-Oct-22,EQ,407,409.2,395.3,399,396.25,396.25,401.55,536.7,366.2,"1,28,75,470","5,17,01,99,321.75","1,35,477"
13-Oct-22,EQ,396.55,403.5,394.55,396.55,399,399,398.2,536.7,366.2,"1,25,84,114","5,01,10,16,732.50","1,42,183"
12-Oct-22,EQ,394.55,398.2,391.1,393.35,396.75,396.55,394.96,536.7,366.2,"1,42,87,344","5,64,29,49,988.45","1,70,299"
11-Oct-22,EQ,397,399.5,391.3,395.95,391.75,393.35,396.08,536.7,366.2,"1,46,41,301","5,79,90,93,652.85","1,87,285"
10-Oct-22,EQ,403.4,403.4,393.05,412.15,396.55,395.95,396.05,536.7,366.2,"3,29,14,630","13,03,58,76,368.35","3,83,835"
07-Oct-22,EQ,413.4,414,408.7,414.1,413,412.15,411.67,536.7,335,"1,06,70,854","4,39,28,89,228.65","1,17,622"
06-Oct-22,EQ,409.6,417.65,409.5,407.9,413.4,414.1,414.77,536.7,335,"1,27,71,199","5,29,70,81,398.40","1,59,765"
04-Oct-22,EQ,406,408.95,402.9,397.65,407.9,407.9,406.5,536.7,335,"1,27,61,425","5,18,75,41,978.50","1,30,059"
03-Oct-22,EQ,405.5,406.55,395.5,404.6,397.5,397.65,400.54,536.7,335,"2,03,32,430","8,14,39,77,471.50","2,30,313"
30-Sep-22,EQ,398,408.25,392.5,402.25,405.3,404.6,400.05,536.7,323.15,"2,09,51,277","8,38,15,65,821.95","2,16,223"
29-Sep-22,EQ,411,413.25,399.6,399.1,404,402.25,405.29,536.7,323.15,"2,07,25,995","8,40,00,20,713.70","1,98,002"
28-Sep-22,EQ,394.9,406.6,392.85,398.8,397.5,399.1,401.43,536.7,323.15,"1,81,14,880","7,27,18,65,303.55","1,77,675"
27-Sep-22,EQ,403.9,404,390.35,397.5,399.6,398.8,397.44,536.7,323.15,"2,19,32,747","8,71,70,35,642.20","2,49,236"
26-Sep-22,EQ,416,417.9,393.15,423.1,398,397.5,400.45,536.7,323.15,"3,32,30,938","13,30,72,09,237.00","5,17,741"
23-Sep-22,EQ,431.9,431.9,420.55,432.2,423.5,423.1,424.53,536.7,293.1,"1,34,41,609","5,70,63,38,198.45","1,75,682"
22-Sep-22,EQ,425,434.6,422.55,427.65,432.05,432.2,428.8,536.7,293.1,"1,36,00,786","5,83,19,92,494.25","1,57,185"
21-Sep-22,EQ,433.95,436,425.5,434.25,428,427.65,430.13,536.7,293.1,"1,08,31,068","4,65,87,47,968.45","1,55,053"
20-Sep-22,EQ,430.6,443.35,430.6,425.45,434.8,434.25,438.12,536.7,293.1,"1,75,57,661","7,69,22,79,347.25","1,87,305"
19-Sep-22,EQ,431.5,431.6,424.05,432.5,425.5,425.45,427.53,536.7,293.1,"1,52,36,142","6,51,39,11,271.90","2,52,321"
16-Sep-22,EQ,446,446.4,429.1,447.25,433,432.5,436.04,536.7,293.1,"2,09,92,324","9,15,34,52,431.55","2,78,006"
15-Sep-22,EQ,452.4,455.85,446.05,450.2,448.25,447.25,449.43,536.7,293.1,"1,03,56,713","4,65,46,44,381.90","1,20,837"
14-Sep-22,EQ,447.6,454.7,447,456.8,450.8,450.2,451.13,536.7,293.1,"1,03,60,461","4,67,39,00,003.60","1,09,186"
13-Sep-22,EQ,454.3,458.95,453.55,451,456.9,456.8,456,536.7,293.1,"1,06,61,280","4,86,15,12,938.25","1,21,708"
12-Sep-22,EQ,447.7,453,447,445.9,450.9,451,450.24,536.7,293.1,"89,62,633","4,03,53,00,959.65","1,17,848"
09-Sep-22,EQ,447.5,449.65,440.6,442.2,446.5,445.9,444.86,536.7,290.9,"1,42,94,289","6,35,89,83,627.70","1,53,630"
08-Sep-22,EQ,452.45,452.55,440,445.85,442.35,442.2,444.73,536.7,290.9,"1,93,36,014","8,59,93,78,661.95","2,09,697"
07-Sep-22,EQ,453.2,456.5,443.65,457.75,446.2,445.85,448.25,536.7,290.9,"2,07,64,508","9,30,76,49,677.75","2,61,409"
06-Sep-22,EQ,462.7,463.7,456.6,459,457.95,457.75,459.38,536.7,290.9,"98,05,875","4,50,46,48,001.80","1,07,966"
05-Sep-22,EQ,459.75,463.95,457,461.75,460.1,459,460.37,536.7,290.9,"93,78,108","4,31,74,06,706.90","1,02,371"
02-Sep-22,EQ,470.85,471.8,460.15,466.9,461.35,461.75,465.22,536.7,286.1,"1,08,06,707","5,02,74,61,125.45","1,24,725"
01-Sep-22,EQ,462.5,474.4,462.15,471.1,466.9,466.9,468.63,536.7,286.1,"1,33,85,159","6,27,26,27,719.90","1,71,729"
30-Aug-22,EQ,458.65,472.4,457.1,453.35,470.4,471.1,466.89,536.7,286.1,"1,44,21,066","6,73,30,15,047.25","1,45,625"
29-Aug-22,EQ,451,456.9,450.15,465.05,454.15,453.35,453.65,536.7,286.1,"1,16,47,725","5,28,39,83,489.05","1,97,293"
26-Aug-22,EQ,465,470.45,463.95,459.2,464.45,465.05,466.97,536.7,268.45,"1,12,52,560","5,25,45,69,001.65","1,27,120"
25-Aug-22,EQ,466,468.8,457.4,463.2,459.65,459.2,463.92,536.7,268.45,"1,12,55,809","5,22,18,31,280.20","1,14,733"
24-Aug-22,EQ,459,464.9,457.7,460.45,463,463.2,461.54,536.7,268.45,"1,22,14,113","5,63,73,57,620.45","1,31,380"
23-Aug-22,EQ,449,462.1,447.6,454.6,461.2,460.45,455.03,536.7,268.45,"1,77,79,238","8,09,01,09,755.70","2,01,138"
22-Aug-22,EQ,468.5,468.95,452.55,471,453.55,454.6,460.44,536.7,268.45,"1,50,50,653","6,92,99,95,709.85","1,97,616"
19-Aug-22,EQ,486.75,488.1,468.1,484.8,471,471,476.1,536.7,268.45,"1,66,36,593","7,92,06,76,699.05","1,91,324"
18-Aug-22,EQ,484,486.8,479.25,485.4,484.9,484.8,483.56,536.7,268.45,"1,20,70,974","5,83,70,75,699.20","1,29,347"
17-Aug-22,EQ,490.9,494.4,484.2,489.85,484.65,485.4,489.16,536.7,268.45,"1,59,48,755","7,80,14,92,590.90","2,02,083"
16-Aug-22,EQ,479.6,491.4,478.2,477.55,490.5,489.85,484.77,536.7,268.45,"1,67,96,376","8,14,23,11,048.25","1,68,451"
12-Aug-22,EQ,475.75,481.45,470,476.65,476.7,477.55,477.41,536.7,268.45,"1,34,82,890","6,43,68,87,448.75","1,46,342"
11-Aug-22,EQ,482.55,485,475.6,475.55,475.75,476.65,479.65,536.7,268.45,"1,27,77,503","6,12,87,28,397.65","1,36,148"
10-Aug-22,EQ,470,477.2,463.35,468.25,475.9,475.55,470.12,536.7,268.45,"1,33,60,759","6,28,11,98,084.50","1,49,880"
08-Aug-22,EQ,466,471.9,464.45,465.25,468,468.25,468.27,536.7,268.45,"1,05,61,754","4,94,57,16,455.45","1,20,623"
05-Aug-22,EQ,468.9,472.9,464,468.9,464.7,465.25,468.48,536.7,268.45,"1,19,17,799","5,58,32,29,115.80","1,31,947"
04-Aug-22,EQ,473.15,473.95,456.45,467.8,466.7,468.9,465.82,536.7,268.45,"1,85,40,405","8,63,64,44,624.95","1,75,295"
03-Aug-22,EQ,475,476.25,459.6,476.25,467.05,467.8,466.29,536.7,268.45,"1,91,25,906","8,91,81,53,301.30","2,07,995"
02-Aug-22,EQ,478.9,479.9,469.25,479.2,474.95,476.25,475.15,536.7,268.45,"1,90,65,689","9,05,91,44,445.55","2,16,324"
01-Aug-22,EQ,451.95,481,451.05,449.6,480.05,479.2,469.99,536.7,268.45,"4,30,84,536","20,24,91,20,487.80","3,93,644"
29-Jul-22,EQ,445.15,452.7,445.15,442.25,449.25,449.6,449.23,536.7,268.45,"1,60,04,096","7,18,95,30,425.20","1,59,128"
28-Jul-22,EQ,440.25,449.25,427.4,444.05,442.55,442.25,439.27,536.7,268.45,"3,63,80,444","15,98,07,76,527.90","3,49,031"
27-Jul-22,EQ,441.15,445,436.1,441.15,443.75,444.05,442.15,536.7,268.45,"1,00,81,023","4,45,73,25,201.15","1,21,524"
26-Jul-22,EQ,448.7,448.7,439.75,449.55,440.7,441.15,442.95,536.7,268.45,"1,15,63,528","5,12,21,15,641.75","1,35,822"
25-Jul-22,EQ,456,457.6,446.3,454.9,449.35,449.55,451.38,536.7,268.45,"1,25,05,062","5,64,45,09,435.40","1,79,333"
22-Jul-22,EQ,456.6,459.95,452.3,454.85,454.25,454.9,455.86,536.7,268.45,"1,03,40,910","4,71,40,01,688.60","1,30,269"
21-Jul-22,EQ,452.95,455.5,450.1,453.45,454,454.85,453.61,536.7,268.45,"1,09,31,800","4,95,87,95,042.00","1,35,559"
20-Jul-22,EQ,454.35,460.75,451.75,449.05,452.75,453.45,456.93,536.7,268.45,"1,71,54,184","7,83,82,59,628.55","1,63,862"
19-Jul-22,EQ,446.75,451.85,444.45,450.9,448.65,449.05,448.47,536.7,268.45,"1,15,53,440","5,18,13,60,424.70","1,26,256"
18-Jul-22,EQ,443.95,453.8,443.2,440.2,450.5,450.9,449.21,536.7,268.45,"2,11,85,764","9,51,68,00,250.10","2,37,488"
15-Jul-22,EQ,430.65,441.75,429.7,428.05,438.8,440.2,435.74,536.7,268.45,"1,57,74,084","6,87,34,08,749.85","1,62,715"
14-Jul-22,EQ,428,431.25,423.3,427.1,428,428.05,427.46,536.7,268.45,"1,07,44,547","4,59,28,50,403.05","1,10,920"
13-Jul-22,EQ,432.7,435.85,425.65,430.55,427.9,427.1,429.9,536.7,268.45,"1,01,81,698","4,37,70,89,483.35","1,15,660"
12-Jul-22,EQ,433,435,428.15,437.05,428.35,430.55,432.15,536.7,268.45,"95,18,822","4,11,35,72,430.90","1,01,623"
11-Jul-22,EQ,438.05,441.2,433.45,441.55,435.8,437.05,437.22,536.7,268.45,"1,26,21,150","5,51,82,19,647.65","1,38,171"
08-Jul-22,EQ,436.25,443.85,429.3,430.85,440.5,441.55,437.5,536.7,268.45,"2,37,30,027","10,38,18,22,008.35","2,31,534"
07-Jul-22,EQ,419.9,432.95,419.3,416.35,431.75,430.85,425.08,536.7,268.45,"1,76,16,800","7,48,85,33,814.20","1,58,392"
06-Jul-22,EQ,414,417.3,410.65,412,417.1,416.35,414.33,536.7,268.45,"1,21,96,920","5,05,35,71,432.90","1,24,260"
05-Jul-22,EQ,415,418.8,410.2,408.45,412.35,412,415.27,536.7,268.45,"1,67,71,012","6,96,44,15,187.65","1,81,870"
04-Jul-22,EQ,411.55,414.9,405,412.7,407.6,408.45,408.48,536.7,268.45,"1,15,25,133","4,70,77,72,092.40","1,46,366"
01-Jul-22,EQ,410.65,414.6,402.3,411.8,413.7,412.7,407.31,536.7,268.45,"1,47,25,989","5,99,80,37,365.50","1,55,707"
30-Jun-22,EQ,418.3,424,410,416.95,411,411.8,416.96,536.7,268.45,"2,01,21,916","8,38,99,57,278.55","2,00,888"
29-Jun-22,EQ,412.05,419.9,411.55,417.1,416,416.95,417.25,536.7,268.45,"1,31,04,313","5,46,78,12,648.20","1,92,310"
28-Jun-22,EQ,411.3,418.2,409.15,414.5,417.7,417.1,415,536.7,268.45,"1,32,38,339","5,49,39,50,694.35","1,41,548"
27-Jun-22,EQ,417.55,419.45,412.35,409.3,413,414.5,415.85,536.7,268.45,"1,20,18,949","4,99,80,36,071.55","1,42,406"
24-Jun-22,EQ,410,412.85,406.15,407.2,408.75,409.3,409.69,536.7,268.45,"1,48,06,456","6,06,60,54,580.25","1,68,066"
23-Jun-22,EQ,396.3,409.9,394.55,393.1,407.15,407.2,403.6,536.7,268.45,"2,65,14,004","10,70,10,49,288.70","2,84,438"
22-Jun-22,EQ,396.4,397,390.5,397.6,392.8,393.1,393.64,536.7,268.45,"1,24,26,604","4,89,16,32,161.45","1,20,100"
21-Jun-22,EQ,389,399,387,382.7,398.1,397.6,394.92,536.7,268.45,"1,47,43,366","5,82,23,90,674.85","1,48,497"
20-Jun-22,EQ,390.55,392.95,376.65,388.95,384.75,382.7,382.7,536.7,268.45,"1,70,49,013","6,52,47,42,312.80","2,15,323"
17-Jun-22,EQ,387.95,394.45,382.65,392.95,390.55,388.95,388.61,536.7,268.45,"2,48,24,899","9,64,71,63,326.40","2,61,780"
16-Jun-22,EQ,420,420.9,390.1,414.1,393,392.95,403.07,536.7,268.45,"2,22,61,032","8,97,28,24,034.40","2,71,515"
15-Jun-22,EQ,410,416.4,407.45,405.15,412.95,414.1,413.22,536.7,268.45,"1,51,92,826","6,27,79,30,420.15","1,47,244"
14-Jun-22,EQ,403,411.85,397.7,406.7,404.7,405.15,405.51,536.7,268.45,"1,96,26,627","7,95,87,44,753.50","2,08,822"
13-Jun-22,EQ,414.9,418.15,405.6,428.05,406.5,406.7,410.03,536.7,268.45,"1,74,42,641","7,15,19,91,642.45","2,46,370"
10-Jun-22,EQ,423,428.85,422,428.5,427.4,428.05,426.46,536.7,268.45,"1,19,14,234","5,08,09,27,101.20","1,23,430"
09-Jun-22,EQ,431.9,435.65,426.1,435.65,428.85,428.5,429.88,536.7,268.45,"1,30,43,367","5,60,70,70,731.80","1,34,244"
08-Jun-22,EQ,438.7,440.4,432,435.85,434.75,435.65,435.67,536.7,268.45,"1,28,44,475","5,59,59,90,194.70","1,28,030"
07-Jun-22,EQ,432.5,438.2,429.1,432.35,436.65,435.85,432.79,536.7,268.45,"1,11,53,869","4,82,73,38,078.00","1,15,183"
06-Jun-22,EQ,427.9,433.95,424.6,431.9,433.45,432.35,428.71,536.7,268.45,"1,18,96,105","5,10,00,34,442.30","1,23,128"
03-Jun-22,EQ,444.9,445.05,430.5,439.15,431.9,431.9,435.91,536.7,268.45,"1,27,80,122","5,57,10,08,545.50","1,35,530"
02-Jun-22,EQ,445,445.6,435.65,444.6,439.85,439.15,439.66,536.7,268.45,"1,27,42,438","5,60,23,64,931.70","1,45,132"
01-Jun-22,EQ,445.1,446,439.6,443.55,445,444.6,442.87,536.7,268.45,"1,19,30,669","5,28,37,84,191.85","1,29,941"
31-May-22,EQ,443.95,449.5,440.4,442.4,442.7,443.55,446.05,536.7,268.45,"2,23,08,219","9,95,05,67,444.20","2,03,363"
30-May-22,EQ,437,445.2,436,429.6,442.4,442.4,441.5,536.7,268.45,"1,85,00,266","8,16,79,36,123.90","2,07,289"
27-May-22,EQ,426.05,433.25,425.2,420.65,430.2,429.6,429.01,536.7,268.45,"1,68,67,431","7,23,62,92,574.05","1,69,490"
26-May-22,EQ,422,422.65,405,417,421.5,420.65,413.94,536.7,268.45,"1,77,12,299","7,33,18,01,883.95","1,64,321"
25-May-22,EQ,428.45,429,413.45,425.75,417.25,417,419.77,536.7,268.45,"1,35,40,006","5,68,36,78,652.65","1,46,260"
24-May-22,EQ,423.9,427.5,416,421.45,424.7,425.75,422.16,536.7,268.45,"1,45,25,617","6,13,21,72,171.45","1,44,953"
23-May-22,EQ,421.65,431.15,419.55,418,420.8,421.45,424.64,536.7,268.45,"1,63,45,308","6,94,08,63,462.90","1,82,946"
20-May-22,EQ,410,421.4,410,398.65,418,418,417.51,536.7,268.45,"2,35,04,236","9,81,31,66,936.75","3,12,586"
19-May-22,EQ,400,406.8,396.2,415.15,399.45,398.65,401.61,536.7,268.45,"1,77,06,724","7,11,12,17,516.20","2,49,211"
18-May-22,EQ,424,427.35,414.05,424.15,416.3,415.15,420.04,536.7,268.45,"2,04,90,516","8,60,69,27,253.75","2,25,060"
17-May-22,EQ,408.4,425.65,405,405.35,424,424.15,416.7,536.7,268.45,"2,46,51,585","10,27,24,27,644.30","2,59,565"
16-May-22,EQ,411.9,411.9,396.25,404.3,406.9,405.35,403.53,536.7,268.45,"2,49,38,704","10,06,35,96,931.85","2,46,398"
13-May-22,EQ,387,419.35,387,372.3,404,404.3,404.94,536.7,268.45,"7,14,25,747","28,92,32,09,354.30","5,82,853"
12-May-22,EQ,382,384.65,366.2,388.15,371.9,372.3,373.27,536.7,268.45,"3,35,11,538","12,50,87,84,026.55","4,63,593"
11-May-22,EQ,396,397,377.55,391.75,390.3,388.15,386.07,536.7,268.45,"2,92,15,175","11,27,91,56,582.90","3,95,546"
10-May-22,EQ,400,408.5,389.6,403.95,390.95,391.75,399.69,536.7,268.45,"1,65,40,303","6,61,10,41,873.15","2,55,247"
09-May-22,EQ,407.15,407.4,395,408.55,405.7,403.95,401.34,536.7,268.45,"1,80,76,956","7,25,50,42,575.05","2,31,362"
06-May-22,EQ,418.85,420.2,407,426.3,409.85,408.55,410.67,536.7,268.45,"2,51,42,225","10,32,51,01,551.60","3,57,420"
05-May-22,EQ,429,434,423.7,423.5,425.75,426.3,429.48,536.7,268.45,"1,22,40,729","5,25,70,95,513.95","1,30,740"
