Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
04-May-22,EQ,437.95,440.6,420.7,432.85,424.6,423.5,430.75,536.7,268.45,"1,49,34,742","6,43,31,36,118.75","1,91,647"
02-May-22,EQ,437.95,442.95,428.5,437.6,432.85,432.85,433.17,536.7,268.45,"1,89,45,234","8,20,64,71,934.60","2,10,096"
29-Apr-22,EQ,440.2,447.75,436,436.05,436.95,437.6,442.23,536.7,268.45,"2,19,91,752","9,72,55,09,784.35","1,87,730"
28-Apr-22,EQ,434.8,439.2,430.8,430.25,435.6,436.05,434.39,536.7,268.45,"1,38,75,650","6,02,75,01,093.50","1,19,728"
27-Apr-22,EQ,429.25,432.95,425.1,434.9,430.1,430.25,428.93,536.7,268.45,"1,37,01,069","5,87,67,74,261.10","1,50,868"
26-Apr-22,EQ,433.9,437.45,431.6,425.15,435.05,434.9,434.74,536.7,268.45,"1,35,77,513","5,90,27,11,226.50","1,35,683"
25-Apr-22,EQ,432.75,436,423.15,438.85,427.3,425.15,428.81,536.7,268.45,"1,47,29,009","6,31,59,12,520.35","1,82,642"
22-Apr-22,EQ,442.05,447.25,438,448.05,438.8,438.85,442.67,536.7,268.45,"1,43,62,036","6,35,76,16,773.40","1,36,174"
21-Apr-22,EQ,444.5,449.35,441.05,440.55,447.4,448.05,445.15,536.7,268.45,"1,41,24,872","6,28,76,54,009.90","1,88,929"
20-Apr-22,EQ,431,441.7,428.25,424.95,440.9,440.55,436.45,536.7,268.45,"1,96,39,290","8,57,16,24,927.70","2,05,579"
19-Apr-22,EQ,436.75,440.25,417,433.8,420.95,424.95,433.28,536.7,268.45,"1,26,69,041","5,48,92,70,421.05","1,67,111"
18-Apr-22,EQ,430,436.35,423.65,431.05,433.8,433.8,429.12,536.7,268.45,"1,52,98,361","6,56,48,88,217.30","2,29,241"
13-Apr-22,EQ,441.8,442.85,430.1,438.3,431.5,431.05,434.93,536.7,268.45,"1,68,17,981","7,31,46,56,264.55","2,32,215"
12-Apr-22,EQ,450.8,450.8,435,452.05,438,438.3,439.2,536.7,268.45,"2,26,98,696","9,96,91,75,033.40","3,37,225"
11-Apr-22,EQ,457,458.9,451,452.05,453,452.05,454.67,536.7,268.45,"1,43,39,854","6,51,98,98,847.45","1,59,108"
08-Apr-22,EQ,450,456.25,449.7,449.5,452.25,452.05,452.71,536.7,268.45,"1,63,15,704","7,38,63,42,103.90","1,66,609"
07-Apr-22,EQ,456.5,459.1,448.5,456.15,450.25,449.5,454.17,536.7,268.45,"1,99,50,241","9,06,07,42,246.45","2,13,771"
06-Apr-22,EQ,455.9,462.7,452.6,458.05,456.5,456.15,458.18,536.7,268.45,"2,49,74,477","11,44,27,98,762.60","2,59,884"
05-Apr-22,EQ,450,461.9,448.3,446.75,457.3,458.05,457.79,536.7,268.45,"2,85,30,470","13,06,10,24,582.30","2,89,457"
04-Apr-22,EQ,444.4,449.5,441.3,441.15,446.8,446.75,446.28,536.7,268.45,"1,86,57,201","8,32,63,62,214.90","1,97,202"
01-Apr-22,EQ,434,442.25,430.85,433.75,440.9,441.15,437.6,536.7,268.45,"1,93,80,324","8,48,08,61,087.20","2,11,329"
31-Mar-22,EQ,436,438.3,432.6,435.65,434,433.75,435.36,536.7,268.45,"1,42,48,045","6,20,30,12,891.10","1,39,107"
30-Mar-22,EQ,438.45,442.5,434.25,433.7,434.8,435.65,439.04,536.7,268.45,"1,81,49,488","7,96,83,54,742.20","1,81,329"
29-Mar-22,EQ,436,439.35,431.4,432.7,433.7,433.7,435.02,536.7,268.45,"1,87,10,736","8,13,96,14,044.15","1,66,038"
28-Mar-22,EQ,432,434.95,426.5,432.1,432.6,432.7,431.2,536.7,268.45,"1,67,57,901","7,22,60,72,136.90","1,52,355"
25-Mar-22,EQ,437,437,427.65,433.2,432.4,432.1,432.99,536.7,268.45,"1,51,04,414","6,54,00,56,866.80","1,51,118"
24-Mar-22,EQ,430,435.4,427.55,435.8,433.15,433.2,432.4,536.7,268.45,"1,71,09,723","7,39,83,21,010.90","1,85,506"
23-Mar-22,EQ,443.5,447,434.6,440.35,435.3,435.8,439.74,536.7,268.45,"2,54,66,395","11,19,86,91,330.75","2,21,031"
22-Mar-22,EQ,428.1,441.45,421.2,427.95,440.85,440.35,432.31,536.7,268.45,"3,04,41,493","13,16,00,88,510.65","2,72,265"
21-Mar-22,EQ,435.5,436.3,427.1,433.8,427.7,427.95,430.44,536.7,268.45,"1,82,70,995","7,86,46,57,857.30","1,85,123"
17-Mar-22,EQ,432,435.7,429.55,424.9,434.3,433.8,433.11,536.7,268.45,"2,67,04,541","11,56,60,99,532.35","2,41,821"
16-Mar-22,EQ,427.05,428.55,420.7,413.65,424,424.9,424.01,536.7,268.45,"2,71,91,170","11,52,92,32,372.80","2,43,908"
15-Mar-22,EQ,409.85,424.2,408,411.7,412,413.65,416.5,536.7,268.45,"4,77,06,136","19,86,94,44,601.00","3,79,808"
14-Mar-22,EQ,418.75,419,404,418.15,412.5,411.7,409.95,536.7,268.45,"4,07,21,277","16,69,35,22,069.20","3,81,984"
11-Mar-22,EQ,413.6,421.15,407.4,419.6,418.05,418.15,413.88,536.7,268.45,"5,15,10,243","21,31,90,31,617.75","4,70,662"
10-Mar-22,EQ,427,434.95,414,405.9,418.55,419.6,426.4,536.7,268.45,"5,97,76,817","25,48,86,38,259.30","5,37,943"
09-Mar-22,EQ,394.95,409.25,389.5,391.75,407,405.9,399.37,536.7,268.45,"4,83,76,222","19,31,98,81,236.40","4,62,329"
08-Mar-22,EQ,390.5,395.45,376.35,394,391.3,391.75,387.74,536.7,268.45,"5,55,43,383","21,53,63,99,963.85","5,16,658"
07-Mar-22,EQ,401.75,401.75,387.5,417.25,395.75,394,394.41,536.7,268.45,"4,48,36,205","17,68,40,25,650.05","6,45,399"
04-Mar-22,EQ,431.85,431.85,414.75,437.1,418.4,417.25,423.93,536.7,268.45,"3,87,65,185","16,43,38,38,263.50","6,16,081"
03-Mar-22,EQ,458.5,458.5,435,447.6,437.9,437.1,443.17,536.7,268.45,"2,95,99,672","13,11,77,48,918.25","3,91,753"
02-Mar-22,EQ,452.95,454.25,444.55,454.05,448.8,447.6,449.27,536.7,268.45,"2,57,91,134","11,58,71,37,992.70","3,35,482"
28-Feb-22,EQ,445,457.35,440.45,459.75,453.95,454.05,452.4,536.7,268.45,"3,44,75,468","15,59,65,69,802.85","3,55,388"
25-Feb-22,EQ,444.85,465.7,441.6,427.95,460.85,459.75,459.06,536.7,268.45,"4,88,76,182","22,43,68,77,368.65","5,36,058"
24-Feb-22,EQ,455.95,461.55,405.45,477,425.9,427.95,443.91,536.7,268.45,"5,72,65,685","25,42,08,00,452.15","7,75,585"
23-Feb-22,EQ,481.75,485.4,475.3,478.25,477,477,480.31,536.7,268.45,"1,77,03,998","8,50,33,50,999.45","2,05,394"
22-Feb-22,EQ,480.55,486.3,471.45,494.45,478.5,478.25,479.41,536.7,268.45,"2,79,57,544","13,40,31,06,998.80","3,10,898"
21-Feb-22,EQ,490.15,500.4,486.1,493.15,493.8,494.45,494.28,536.7,268.45,"2,25,92,161","11,16,69,07,442.25","2,18,559"
18-Feb-22,EQ,498,502.65,491.5,499.95,493.45,493.15,497.39,536.7,268.45,"1,54,76,803","7,69,80,20,965.80","1,50,287"
17-Feb-22,EQ,505.9,511.5,498.3,498.45,498.7,499.95,505.01,536.7,268.45,"2,79,43,077","14,11,14,98,329.35","2,62,768"
16-Feb-22,EQ,504,507.9,496.6,504,497.45,498.45,502.42,536.7,268.45,"2,01,76,993","10,13,72,91,914.20","2,20,758"
15-Feb-22,EQ,476.15,505.5,467.3,471.45,503,504,486.19,536.7,268.45,"3,06,23,088","14,88,87,73,774.50","3,20,563"
14-Feb-22,EQ,487,488.5,468.8,498.85,471,471.45,479.11,536.7,268.45,"2,21,57,389","10,61,58,96,091.85","3,50,322"
11-Feb-22,EQ,503.25,507,497,507.45,497.55,498.85,501.22,536.7,268.45,"1,35,34,899","6,78,39,91,221.95","1,44,160"
10-Feb-22,EQ,506.7,510.5,504.2,501.25,507.25,507.45,507.83,536.7,268.45,"1,45,37,945","7,38,28,07,621.45","2,03,341"
09-Feb-22,EQ,496.5,503.7,494.7,492.75,501.2,501.25,500.34,536.7,268.45,"1,24,30,730","6,21,95,89,247.55","1,46,963"
08-Feb-22,EQ,498,498.5,479.15,494.6,492,492.75,489.24,536.7,268.45,"2,33,78,623","11,43,76,53,896.50","3,39,842"
07-Feb-22,EQ,502.9,504.35,492.5,500.6,493.8,494.6,496.88,536.7,268.45,"1,33,92,910","6,65,47,20,138.55","1,83,916"
04-Feb-22,EQ,503.8,507.8,499,504.5,500.5,500.6,503.21,536.7,255.35,"1,26,63,199","6,37,22,04,907.50","1,59,322"
03-Feb-22,EQ,509.1,514.3,502.85,506.4,503.8,504.5,509.3,536.7,255.35,"1,52,49,245","7,76,63,88,390.90","1,69,805"
02-Feb-22,EQ,508.6,514.45,505.15,504.3,506.4,506.4,509.34,536.7,255.35,"1,43,11,040","7,28,92,41,825.65","1,83,498"
01-Feb-22,EQ,508,514.75,493,517.75,504.5,504.3,505.96,536.7,255.35,"4,80,30,231","24,30,15,93,195.35","4,92,723"
31-Jan-22,EQ,505,520,498.2,497.3,517.5,517.75,509.8,536.7,255.35,"2,73,06,578","13,92,07,86,046.25","2,96,929"
28-Jan-22,EQ,500.5,509.35,495.3,494.4,497.3,497.3,502.87,536.7,255.35,"2,17,84,640","10,95,48,13,561.10","2,45,257"
27-Jan-22,EQ,480.75,502.7,476.6,490.55,496,494.4,488.98,536.7,255.35,"2,66,76,094","13,04,40,48,334.40","3,31,831"
25-Jan-22,EQ,473.8,492.5,467.65,478.45,489.4,490.55,483.39,536.7,255.35,"2,25,65,698","10,90,81,17,337.60","2,63,475"
24-Jan-22,EQ,499.7,504.3,473.35,501.85,477.65,478.45,484.18,536.7,255.35,"2,52,28,959","12,21,54,45,228.35","3,22,276"
21-Jan-22,EQ,510.4,513.85,494.25,515.7,504.85,501.85,506.81,536.7,241.15,"1,79,46,821","9,09,55,81,366.65","2,02,791"
20-Jan-22,EQ,519.95,523.2,512,520.85,516.4,515.7,518.1,536.7,241.15,"1,83,64,451","9,51,46,04,777.80","2,03,055"
19-Jan-22,EQ,510,522.2,504.8,510.8,520.6,520.85,514.8,536.7,241.15,"2,17,99,071","11,22,22,13,801.60","2,41,471"
18-Jan-22,EQ,527.9,528.5,507.15,525,510.95,510.8,520.01,536.7,241.15,"1,93,53,195","10,06,37,84,033.65","2,03,110"
17-Jan-22,EQ,514.8,526.9,512,509.9,524.8,525,523.11,536.7,241.15,"2,79,42,414","14,61,70,03,186.80","3,06,012"
14-Jan-22,EQ,509,515.4,505.65,511.95,509.4,509.9,510.8,536.7,199.65,"1,26,55,602","6,46,44,23,090.35","1,37,895"
13-Jan-22,EQ,504,513.8,494.8,507.25,512.55,511.95,505.24,536.7,199.65,"2,75,72,553","13,93,06,71,599.40","2,99,384"
12-Jan-22,EQ,505.85,511.85,503.5,501.3,506.3,507.25,507.75,536.7,199.65,"1,62,55,334","8,25,36,84,395.30","1,95,823"
11-Jan-22,EQ,503,507.9,498.15,503.7,500.8,501.3,503.8,536.7,199.65,"1,62,69,193","8,19,64,76,346.65","1,94,868"
10-Jan-22,EQ,493.1,504.9,491.3,490.6,503.6,503.7,500.63,536.7,199.65,"2,51,93,771","12,61,27,49,425.55","2,75,718"
07-Jan-22,EQ,490.05,495.5,483.75,488.85,489.85,490.6,489.39,536.7,185.05,"1,55,32,165","7,60,12,79,847.45","1,61,046"
06-Jan-22,EQ,481.5,492.95,477.1,489.75,488.4,488.85,486.55,536.7,185.05,"1,65,63,230","8,05,87,57,759.45","1,77,074"
05-Jan-22,EQ,486.95,492.75,483.55,489.6,487.85,489.75,488.5,536.7,185.05,"1,54,20,105","7,53,27,00,850.60","1,66,910"
04-Jan-22,EQ,496.8,499,484.05,497.6,489.35,489.6,490.08,536.7,185.05,"2,41,00,985","11,81,14,51,746.05","2,57,447"
03-Jan-22,EQ,493.5,500.85,492,482.4,496.8,497.6,496.63,536.7,185.05,"3,27,48,423","16,26,37,66,656.15","3,53,792"
31-Dec-21,EQ,472.7,483.6,471.85,470.4,482.8,482.4,479.23,536.7,179,"1,55,41,446","7,44,79,84,399.90","1,61,519"
30-Dec-21,EQ,472.55,476.4,468.6,476,472.1,470.4,471.4,536.7,179,"1,19,23,961","5,62,09,85,674.80","1,30,618"
29-Dec-21,EQ,478.75,481.6,474.25,480.2,474.75,476,477.93,536.7,179,"1,02,63,884","4,90,54,10,563.35","1,21,625"
28-Dec-21,EQ,475.2,482.8,472.65,471.15,480.35,480.2,478.62,536.7,179,"2,28,60,916","10,94,16,70,530.25","1,51,052"
27-Dec-21,EQ,465.7,472.45,460.1,467.6,472.45,471.15,467.81,536.7,179,"1,25,57,565","5,87,45,55,564.10","1,30,412"
24-Dec-21,EQ,474.9,474.9,460,472.35,468.3,467.6,465.86,536.7,156.7,"1,54,87,368","7,21,49,11,387.35","1,56,279"
23-Dec-21,EQ,476,478,470.95,470.5,472.25,472.35,473.59,536.7,156.7,"1,21,16,814","5,73,84,09,519.10","1,27,167"
22-Dec-21,EQ,458.15,472.15,458.15,453.6,470.5,470.5,467.28,536.7,156.7,"2,27,30,750","10,62,16,73,762.95","2,45,905"
21-Dec-21,EQ,452.1,460.9,449.85,447.05,453.5,453.6,455.58,536.7,156.7,"1,88,38,054","8,58,22,11,859.00","2,07,165"
20-Dec-21,EQ,459.9,460,440,470.2,445.55,447.05,449.56,536.7,156.7,"3,30,07,516","14,83,88,79,284.00","4,65,264"
17-Dec-21,EQ,488,488.85,468.2,491.95,470.2,470.2,473.46,536.7,156.7,"2,73,41,178","12,94,49,58,908.50","3,05,614"
16-Dec-21,EQ,495,496.5,487.4,491.65,492.05,491.95,491.6,536.7,156.7,"1,35,81,352","6,67,66,37,487.50","1,36,149"
15-Dec-21,EQ,487.8,497.7,487.25,489.4,489.8,491.65,491.7,536.7,156.7,"1,62,63,723","7,99,69,47,883.10","1,55,444"
14-Dec-21,EQ,491.95,491.95,483.3,495.35,489.4,489.4,487.95,536.7,156.7,"1,77,22,547","8,64,77,12,141.60","1,86,706"
13-Dec-21,EQ,499.45,506.4,494.2,494.45,496,495.35,500.82,536.7,156.7,"2,19,21,272","10,97,86,68,796.10","2,29,452"
10-Dec-21,EQ,487.75,496.8,486.55,493.95,493.4,494.45,493.5,536.7,156.7,"1,45,67,815","7,18,92,72,452.50","1,42,738"
09-Dec-21,EQ,498,498.5,489.55,493.9,493.15,493.95,493.32,536.7,156.7,"1,69,51,593","8,36,25,74,152.30","1,81,596"
08-Dec-21,EQ,484.5,495.95,483.5,481.8,493.6,493.9,489.94,536.7,156.7,"2,05,81,817","10,08,38,00,564.20","2,05,585"
07-Dec-21,EQ,476.85,484.9,471,467.2,482.3,481.8,477.76,536.7,156.7,"2,12,80,797","10,16,70,44,517.85","1,96,354"
06-Dec-21,EQ,480.1,480.9,466,480.1,467.95,467.2,473.56,536.7,156.7,"1,74,73,075","8,27,45,10,342.50","2,19,303"
03-Dec-21,EQ,480,484.7,477.3,479.1,480.3,480.1,481.07,536.7,156.7,"2,09,48,900","10,07,78,40,453.30","2,12,658"
02-Dec-21,EQ,479.4,480.45,471.7,475.25,478.5,479.1,476.44,536.7,156.7,"2,10,12,008","10,01,09,06,323.75","2,18,404"
01-Dec-21,EQ,467.85,478.4,463.55,458.6,478,475.25,469.83,536.7,156.7,"2,82,56,188","13,27,56,19,522.25","2,85,799"
30-Nov-21,EQ,466.55,478,455.65,461.45,458.95,458.6,467.8,536.7,156.7,"3,54,71,800","16,59,36,61,067.00","3,87,772"
29-Nov-21,EQ,457,470.75,443.1,460.2,462,461.45,461.25,536.7,156.7,"4,28,19,150","19,75,02,14,152.30","4,37,771"
26-Nov-21,EQ,486,486.75,458,492.75,459.4,460.2,469.29,536.7,156.7,"5,17,87,989","24,30,36,83,199.85","7,06,221"
25-Nov-21,EQ,490.8,495.15,486.5,488.65,494.2,492.75,490.58,536.7,156.7,"1,53,36,539","7,52,38,19,768.30","1,77,658"
24-Nov-21,EQ,499,501.8,485.3,495.5,486.9,488.65,495.61,536.7,156.7,"2,09,15,837","10,36,60,47,963.80","2,46,275"
23-Nov-21,EQ,484.4,499.35,477,486.1,495.9,495.5,492.31,536.7,156.7,"2,75,53,684","13,56,48,54,601.70","2,86,944"
22-Nov-21,EQ,512.25,512.25,478.4,509.7,486.4,486.1,491.76,536.7,156.7,"4,00,44,849","19,69,25,16,603.60","4,73,971"
18-Nov-21,EQ,531.45,534.2,501.3,530.15,509.95,509.7,512.83,536.7,152.2,"4,71,97,742","24,20,43,92,115.00","4,74,059"
17-Nov-21,EQ,520.25,536.7,520.25,519.05,528.4,530.15,531.42,536.7,152.2,"4,84,63,415","25,75,44,02,444.20","4,86,736"
16-Nov-21,EQ,506.9,526.85,506.2,505.45,517.95,519.05,519.53,530,152.2,"5,58,97,781","29,04,07,17,629.40","5,25,818"
15-Nov-21,EQ,506.25,514.9,504.5,507.05,504.65,505.45,509.41,530,152.2,"1,80,14,977","9,17,69,40,266.55","2,13,651"
12-Nov-21,EQ,506.95,509.55,497.35,503.45,507.35,507.05,503.75,530,138.7,"2,07,31,808","10,44,36,01,228.35","2,27,996"
11-Nov-21,EQ,510,519,501,510.75,504.5,503.45,508.46,530,138.7,"2,92,56,213","14,87,57,01,882.25","3,09,113"
10-Nov-21,EQ,506.25,515.95,500.2,509.65,511,510.75,510.99,530,138.7,"2,66,15,777","13,60,04,81,542.90","4,06,993"
09-Nov-21,EQ,505,520.65,503.5,501.4,511,509.65,513.35,530,138.7,"5,04,58,762","25,90,29,72,391.10","4,76,444"
08-Nov-21,EQ,493.9,504.85,490.25,489.7,501,501.4,499.44,530,138.7,"3,17,36,426","15,85,03,76,263.15","3,29,281"
04-Nov-21,EQ,489.8,493.55,488,484.9,490.05,489.7,490.51,530,131.1,"55,31,940","2,71,34,57,669.50","1,19,649"
03-Nov-21,EQ,483.8,495,481.6,487.85,485.2,484.9,488.21,530,131.1,"2,29,50,198","11,20,45,55,640.25","2,55,671"
02-Nov-21,EQ,506.5,510,486.5,485.7,488.05,487.85,494.31,530,131.1,"5,15,80,720","25,49,70,58,290.35","4,75,466"
01-Nov-21,EQ,486.45,489.7,469.8,483.7,486.4,485.7,481.98,530,131.1,"3,43,15,690","16,53,95,32,647.70","3,94,769"
29-Oct-21,EQ,482,491.6,467.7,481.05,484.45,483.7,483.64,530,130,"3,10,54,342","15,01,91,65,853.80","3,38,095"
28-Oct-21,EQ,493.9,493.9,478.55,497.9,481.8,481.05,486.77,530,130,"2,51,82,748","12,25,81,82,942.70","3,20,722"
27-Oct-21,EQ,505.75,506.55,496,508.65,496.8,497.9,501.37,530,130,"3,03,61,263","15,22,21,14,327.25","3,01,976"
26-Oct-21,EQ,483.5,510,483.25,479.9,508.2,508.65,500.54,530,130,"5,80,27,770","29,04,49,66,108.20","5,74,815"
25-Oct-21,EQ,493.9,496,473.25,490.9,478.8,479.9,480.93,530,130,"3,31,07,841","15,92,24,45,349.70","3,78,765"
22-Oct-21,EQ,509.9,510.7,487.4,508,490.6,490.9,496.34,530,126.35,"4,27,42,785","21,21,47,49,436.80","4,65,665"
21-Oct-21,EQ,491.75,510.4,485.75,486.9,508.95,508,497.29,530,126.35,"5,26,08,672","26,16,15,33,123.30","4,92,220"
20-Oct-21,EQ,481.8,497,471.25,481.9,489.7,486.9,484.21,530,126.35,"5,54,44,814","26,84,71,60,147.10","5,47,487"
19-Oct-21,EQ,512.45,517.4,476.05,509.6,484.75,481.9,498.07,530,126.35,"5,74,28,637","28,60,35,17,918.75","6,49,066"
18-Oct-21,EQ,507,525,503.6,497.6,509.8,509.6,515.47,530,126.35,"7,23,22,623","37,28,01,04,214.00","8,03,895"
14-Oct-21,EQ,530,530,492,506.9,496.6,497.6,502.86,530,126,"10,36,30,901","52,11,23,35,535.05","11,28,414"
13-Oct-21,EQ,462.9,523.85,462.9,420.85,509.7,506.9,497.76,523.85,126,"19,79,49,387","98,53,17,50,923.15","15,17,162"
12-Oct-21,EQ,423,435.7,413.6,415.75,421.25,420.85,424.35,435.7,126,"9,73,49,265","41,30,97,26,127.65","7,97,669"
11-Oct-21,EQ,390.15,420.9,388,382.95,417.8,415.75,411.01,420.9,126,"11,34,04,983","46,61,00,95,970.25","8,34,399"
08-Oct-21,EQ,385.9,397.55,380,376.5,382.8,382.95,386.46,397.55,126,"9,37,28,117","36,22,26,33,520.35","7,14,038"
07-Oct-21,EQ,341.1,383,339.25,336.05,378.5,376.5,368.3,383,126,"16,32,38,084","60,12,03,43,470.50","10,28,809"
06-Oct-21,EQ,347,348.7,335,344.95,335.6,336.05,340.48,360.75,126,"2,52,72,592","8,60,48,15,719.30","2,13,910"
05-Oct-21,EQ,340.45,351.5,338.85,342,345,344.95,346.53,360.75,126,"3,18,61,985","11,04,12,34,205.50","2,66,202"
04-Oct-21,EQ,336.8,343.25,335.15,333.3,342,342,340.89,360.75,126,"2,95,53,072","10,07,44,42,359.75","2,97,645"
01-Oct-21,EQ,332.65,337.3,325.7,333.35,332.9,333.3,331.4,360.75,126,"2,98,77,695","9,90,13,58,903.80","2,32,828"
30-Sep-21,EQ,331.25,337.9,329.1,330.25,333.7,333.35,333.73,360.75,126,"3,02,68,517","10,10,16,55,877.85","2,28,396"
29-Sep-21,EQ,325,333,324,329.3,330.35,330.25,329,360.75,126,"1,97,40,150","6,49,45,51,004.15","1,69,614"
28-Sep-21,EQ,334,336,324.5,331.65,328.7,329.3,330.97,360.75,126,"2,84,97,009","9,43,16,66,794.80","2,60,259"
27-Sep-21,EQ,323.15,333.6,323.15,317.95,331,331.65,329.81,360.75,126,"5,63,05,136","18,56,98,25,202.30","4,70,501"
24-Sep-21,EQ,325.1,326.95,316.05,321.5,317.6,317.95,321.43,360.75,122.15,"2,89,01,243","9,28,96,43,290.45","2,53,775"
23-Sep-21,EQ,313.2,324,313.2,310.1,321,321.5,320.11,360.75,122.15,"5,27,01,665","16,87,02,93,520.55","4,06,763"
22-Sep-21,EQ,303.15,313.8,303,301.95,310,310.1,309.74,360.75,122.15,"2,95,45,253","9,15,13,42,129.05","2,42,987"
21-Sep-21,EQ,298.6,302.7,293.1,298.95,301.6,301.95,297.82,360.75,122.15,"1,94,39,330","5,78,93,49,711.65","1,70,991"
20-Sep-21,EQ,304.9,310.25,297.3,308.6,297.8,298.95,304.42,360.75,122.15,"1,96,32,688","5,97,64,99,097.70","2,09,600"
17-Sep-21,EQ,312,315.35,306,311.65,308.15,308.6,310.9,360.75,122.15,"2,49,72,069","7,76,39,20,118.90","1,97,846"
16-Sep-21,EQ,313.4,315,307.65,311.95,311,311.65,312.21,360.75,122.15,"2,62,49,369","8,19,53,41,074.20","2,36,632"
15-Sep-21,EQ,306.1,313,306.1,306.1,311.5,311.95,309.45,360.75,122.15,"2,68,08,872","8,29,59,56,079.20","2,10,210"
14-Sep-21,EQ,302.25,307.2,302.2,301.2,305.75,306.1,304.96,360.75,122.15,"2,32,34,649","7,08,55,51,281.25","1,96,460"
13-Sep-21,EQ,299,302,295.5,298.95,301.05,301.2,298.84,360.75,122.15,"1,63,39,860","4,88,29,31,574.05","1,54,698"
09-Sep-21,EQ,294,303.5,293.55,295.25,298.4,298.95,300.46,360.75,122.15,"3,40,20,970","10,22,20,47,776.45","2,44,639"
08-Sep-21,EQ,293.5,298.8,291.6,294.6,295.05,295.25,295.58,360.75,122.15,"1,49,20,479","4,41,02,03,466.15","1,06,657"
07-Sep-21,EQ,297.35,297.8,290.9,297.45,294.5,294.6,294.55,360.75,122.15,"1,43,25,904","4,21,97,21,851.30","1,22,302"
06-Sep-21,EQ,297.5,298.95,296,295.55,297,297.45,297.59,360.75,122.15,"1,66,22,865","4,94,67,94,710.15","1,57,578"
03-Sep-21,EQ,292.5,296.45,292,293.15,295,295.55,294.86,360.75,122.15,"1,65,94,135","4,89,29,94,837.60","1,59,993"
02-Sep-21,EQ,295.25,296.3,291.7,295.25,293.05,293.15,293.75,360.75,122.15,"1,49,07,001","4,37,89,76,748.85","1,43,071"
01-Sep-21,EQ,289,297.4,287.3,287.3,294.65,295.25,291.96,360.75,122.15,"3,31,03,168","9,66,46,96,314.10","2,62,515"
31-Aug-21,EQ,291.75,291.95,286.1,291.95,287.6,287.3,287.52,360.75,122.15,"3,69,51,003","10,62,40,19,307.25","2,33,033"
30-Aug-21,EQ,290.1,293.5,289.9,285.75,291.75,291.95,291.92,360.75,122.15,"1,72,17,097","5,02,59,51,682.65","1,57,320"
27-Aug-21,EQ,282.9,286.8,281.7,284.3,285.6,285.75,284.79,360.75,120.8,"1,34,77,390","3,83,82,86,971.20","1,98,940"
26-Aug-21,EQ,284.85,287.35,281.65,284.4,284.8,284.3,284.32,360.75,120.8,"1,78,64,053","5,07,91,91,329.80","1,49,256"
25-Aug-21,EQ,282.8,289.2,282.45,279.8,284.5,284.4,286.42,360.75,120.8,"3,15,38,128","9,03,32,71,163.15","2,44,137"
24-Aug-21,EQ,278.5,281.5,268.45,276.95,280.8,279.8,275.4,360.75,120.8,"3,75,89,121","10,35,22,20,779.20","3,14,806"
23-Aug-21,EQ,287.2,288.3,275,283.1,276.95,276.95,280.28,360.75,120.8,"2,44,98,294","6,86,63,25,905.50","2,59,389"
20-Aug-21,EQ,289.5,290.7,281,293.35,281.6,283.1,286.21,360.75,120.15,"3,25,78,752","9,32,43,63,271.45","4,18,347"
18-Aug-21,EQ,296.9,297.75,292.6,297.7,293.15,293.35,294.81,360.75,120.15,"1,80,04,320","5,30,77,90,613.90","1,92,494"
17-Aug-21,EQ,302.8,302.8,292.8,303.7,296.95,297.7,297.38,360.75,120.15,"2,55,39,214","7,59,47,58,425.60","2,34,676"
16-Aug-21,EQ,305.95,307.85,303.05,307.25,303.5,303.7,305.23,360.75,120.15,"1,43,48,786","4,37,97,45,502.85","1,30,055"
13-Aug-21,EQ,308.8,311.5,303.05,306,306.5,307.25,307.72,360.75,119.7,"3,49,22,863","10,74,65,46,953.30","2,71,630"
12-Aug-21,EQ,297.3,307.4,297.3,295.45,306.8,306,302.44,360.75,119.7,"3,36,52,880","10,17,79,25,982.70","2,63,143"
11-Aug-21,EQ,295.3,297.8,286.45,294.2,295.7,295.45,292.24,360.75,119.7,"2,08,02,022","6,07,91,21,678.45","1,99,065"
10-Aug-21,EQ,297.9,300.2,291,298.1,294.2,294.2,296.16,360.75,119.7,"1,51,73,990","4,49,39,81,869.10","1,61,082"
09-Aug-21,EQ,300.75,304.2,296.05,300.05,297.95,298.1,300.08,360.75,119.7,"1,69,85,859","5,09,70,81,270.25","1,71,283"
06-Aug-21,EQ,300.05,303.4,297.65,299.7,300.2,300.05,300.96,360.75,102.9,"1,60,01,898","4,81,60,07,897.35","1,41,187"
05-Aug-21,EQ,295.5,300.9,292.75,298.15,299.5,299.7,296.98,360.75,102.9,"2,07,04,901","6,14,90,39,899.30","2,05,321"
04-Aug-21,EQ,304.75,306.45,297.2,303.7,298.1,298.15,301.03,360.75,102.9,"2,61,86,248","7,88,29,34,066.65","2,34,889"
03-Aug-21,EQ,298.5,304.5,297.7,296.85,303.65,303.7,302.05,360.75,102.9,"3,10,63,992","9,38,27,28,680.65","2,70,036"
02-Aug-21,EQ,299.15,299.4,295.6,293.95,296.7,296.85,297.25,360.75,102.9,"1,92,73,390","5,72,89,21,716.00","2,05,351"
30-Jul-21,EQ,294,300,293.25,292.9,294.4,293.95,296.77,360.75,101.3,"3,05,89,609","9,07,80,97,108.65","2,59,275"
